0	0	0.97
0.1	0	102.699
0.2	0	204.815
0.3	0	319.26
0.4	0	342.166
0.5	0	227.393
0.6	0	119.014
0.7	0	126.876
0.8	0	103.414
0.9	0	-118.918
1	0	-376.767
1.1	0	-369.589
1.2	0	-160.763
1.3	0	-118.938
1.4	0	-302.788
1.5	0	-310.764
1.6	0	59.0482
1.7	0	397.412
1.8	0	289.372
1.9	0	9.38423
2	0	104.035
0	0.1	102.279
0.1	0.1	204.008
0.2	0.1	306.123
0.3	0.1	420.568
0.4	0.1	443.474
0.5	0.1	328.702
0.6	0.1	220.322
0.7	0.1	228.184
0.8	0.1	204.722
0.9	0.1	-17.6099
1	0.1	-275.459
1.1	0.1	-268.281
1.2	0.1	-59.4547
1.3	0.1	-17.6295
1.4	0.1	-201.479
1.5	0.1	-209.456
1.6	0.1	160.357
1.7	0.1	498.72
1.8	0.1	390.68
1.9	0.1	110.693
2	0.1	205.343
0	0.2	192.326
0.1	0.2	294.055
0.2	0.2	396.171
0.3	0.2	510.616
0.4	0.2	533.522
0.5	0.2	418.749
0.6	0.2	310.37
0.7	0.2	318.232
0.8	0.2	294.77
0.9	0.2	72.4377
1	0.2	-185.411
1.1	0.2	-178.233
1.2	0.2	30.5928
1.3	0.2	72.4181
1.4	0.2	-111.432
1.5	0.2	-119.408
1.6	0.2	250.404
1.7	0.2	588.768
1.8	0.2	480.728
1.9	0.2	200.74
2	0.2	295.391
0	0.3	282.147
0.1	0.3	383.876
0.2	0.3	485.991
0.3	0.3	600.437
0.4	0.3	623.343
0.5	0.3	508.57
0.6	0.3	400.19
0.7	0.3	408.053
0.8	0.3	384.591
0.9	0.3	162.258
1	0.3	-95.5903
1.1	0.3	-88.4124
1.2	0.3	120.414
1.3	0.3	162.239
1.4	0.3	-21.611
1.5	0.3	-29.5873
1.6	0.3	340.225
1.7	0.3	678.589
1.8	0.3	570.549
1.9	0.3	290.561
2	0.3	385.211
0	0.4	382.395
0.1	0.4	484.124
0.2	0.4	586.239
0.3	0.4	700.684
0.4	0.4	723.591
0.5	0.4	608.818
0.6	0.4	500.438
0.7	0.4	508.301
0.8	0.4	484.838
0.9	0.4	262.506
1	0.4	4.65747
1.1	0.4	11.8354
1.2	0.4	220.661
1.3	0.4	262.487
1.4	0.4	78.6368
1.5	0.4	70.6605
1.6	0.4	440.473
1.7	0.4	778.836
1.8	0.4	670.796
1.9	0.4	390.809
2	0.4	485.459
0	0.5	373.201
0.1	0.5	474.93
0.2	0.5	577.046
0.3	0.5	691.491
0.4	0.5	714.397
0.5	0.5	599.624
0.6	0.5	491.245
0.7	0.5	499.107
0.8	0.5	475.645
0.9	0.5	253.313
1	0.5	-4.53601
1.1	0.5	2.64188
1.2	0.5	211.468
1.3	0.5	253.293
1.4	0.5	69.4433
1.5	0.5	61.467
1.6	0.5	431.279
1.7	0.5	769.643
1.8	0.5	661.603
1.9	0.5	381.615
2	0.5	476.266
0	0.6	546.192
0.1	0.6	647.921
0.2	0.6	750.036
0.3	0.6	864.482
0.4	0.6	887.388
0.5	0.6	772.615
0.6	0.6	664.235
0.7	0.6	672.098
0.8	0.6	648.635
0.9	0.6	426.303
1	0.6	168.455
1.1	0.6	175.633
1.2	0.6	384.458
1.3	0.6	426.284
1.4	0.6	242.434
1.5	0.6	234.458
1.6	0.6	604.27
1.7	0.6	942.634
1.8	0.6	834.594
1.9	0.6	554.606
2	0.6	649.256
0	0.7	421.696
0.1	0.7	523.425
0.2	0.7	625.54
0.3	0.7	739.985
0.4	0.7	762.891
0.5	0.7	648.118
0.6	0.7	539.739
0.7	0.7	547.601
0.8	0.7	524.139
0.9	0.7	301.807
1	0.7	43.9584
1.1	0.7	51.1362
1.2	0.7	259.962
1.3	0.7	301.787
1.4	0.7	117.938
1.5	0.7	109.961
1.6	0.7	479.774
1.7	0.7	818.137
1.8	0.7	710.097
1.9	0.7	430.11
2	0.7	524.76
0	0.8	539.697
0.1	0.8	641.426
0.2	0.8	743.542
0.3	0.8	857.987
0.4	0.8	880.893
0.5	0.8	766.12
0.6	0.8	657.741
0.7	0.8	665.603
0.8	0.8	642.141
0.9	0.8	419.809
1	0.8	161.96
1.1	0.8	169.138
1.2	0.8	377.964
1.3	0.8	419.789
1.4	0.8	235.939
1.5	0.8	227.963
1.6	0.8	597.775
1.7	0.8	936.139
1.8	0.8	828.099
1.9	0.8	548.111
2	0.8	642.762
0	0.9	548.563
0.1	0.9	650.292
0.2	0.9	752.407
0.3	0.9	866.852
0.4	0.9	889.759
0.5	0.9	774.986
0.6	0.9	666.606
0.7	0.9	674.469
0.8	0.9	651.006
0.9	0.9	428.674
1	0.9	170.825
1.1	0.9	178.003
1.2	0.9	386.829
1.3	0.9	428.655
1.4	0.9	244.805
1.5	0.9	236.828
1.6	0.9	606.641
1.7	0.9	945.004
1.8	0.9	836.964
1.9	0.9	556.977
2	0.9	651.627
0	1	298.549
0.1	1	400.278
0.2	1	502.394
0.3	1	616.839
0.4	1	639.745
0.5	1	524.972
0.6	1	416.593
0.7	1	424.455
0.8	1	400.993
0.9	1	178.661
1	1	-79.1879
1.1	1	-72.01
1.2	1	136.816
1.3	1	178.641
1.4	1	-5.20859
1.5	1	-13.1849
1.6	1	356.627
1.7	1	694.991
1.8	1	586.951
1.9	1	306.964
2	1	401.614
